id,"term",idf,df
1363557,"davies",4.058008232715403,1
1207694,"davis",3.756978237051421,2
1117124,"dawn",3.103765723275774,9
1113117,"day",1.986126225407529,118
1351903,"dayglow",4.058008232715403,1
1115795,"daylight",3.279856982331683,6
1115383,"days",2.123509781471151,86
1113133,"daytime",2.272678397703002,61
1110304,"db",2.580886977994980,30
1106945,"dc",1.729628629274195,213
1407326,"dcdriven",4.058008232715403,1
1194165,"dctl",4.058008232715403,1
1164795,"dda",4.058008232715403,1
1186297,"de",2.827559311337091,17
1363784,"deactivation",4.058008232715403,1
1149370,"dead",3.279856982331683,6
1108068,"deal",2.944064880408148,13
1113597,"dealing",2.552858254395496,32
1118620,"deals",2.978826986667474,12
1153897,"dealt",2.881916973659531,15
1283218,"deam",4.058008232715403,1
1128724,"debye",2.881916973659531,15
1195735,"debyes",3.455948241387440,4
1280398,"dec",3.580886977995664,3
1117132,"decade",2.643034884743673,26
1218676,"decades",3.455948241387440,4
1176367,"decametre",3.580886977995664,3
1445431,"decametric",4.058008232715403,1
1110085,"decay",2.258667683260149,63
1282578,"decayed",4.058008232715403,1
1125004,"decaying",3.103765723275774,9
1130330,"deceleration",3.580886977995664,3
1108833,"december",2.404795718938729,45
1348054,"decibel",3.756978237051421,2
1226971,"decibels",3.756978237051421,2
1254784,"decicycle",4.058008232715403,1
1238847,"decide",3.756978237051421,2
1319825,"decided",3.756978237051421,2
1409266,"decilog",4.058008232715403,1
1409279,"decilogs",4.058008232715403,1
1113433,"decimal",2.626644468556111,27
1112406,"decimetre",2.853888250059478,16
1178125,"decision",3.455948241387440,4
1232329,"decisive",3.756978237051421,2
1112471,"declination",2.944064880408148,13
1154160,"declinations",3.279856982331683,6
1125386,"decline",3.756978237051421,2
1427788,"declined",4.058008232715403,1
1396099,"declining",4.058008232715403,1
1201146,"decoded",4.058008232715403,1
1107059,"decoder",3.455948241387440,4
1240491,"decoding",3.455948241387440,4
1210570,"decomposed",4.058008232715403,1
1256942,"decomposition",3.359038228379384,5
1295966,"decoupling",3.154918245723459,8
1112539,"decrease",2.066782157020703,98
1174044,"decreased",2.881916973659531,15
1113131,"decreases",2.258667683260149,63
1109219,"decreasing",2.643034884743673,26
1240021,"decrement",3.580886977995664,3
1239270,"decrements",3.756978237051421,2
1113216,"deduce",3.154918245723459,8
1116001,"deduced",1.905719888327178,142
1193703,"deducing",3.359038228379384,5
1179191,"deducted",4.058008232715403,1
1119809,"deduction",3.359038228379384,5
1180364,"deductions",3.359038228379384,5
1121156,"deep",3.212910192701070,7
1408257,"deeper",3.756978237051421,2
1159745,"defect",3.580886977995664,3
1331071,"defective",4.058008232715403,1
1108164,"defects",3.103765723275774,9
1450446,"defence",4.058008232715403,1
1446320,"defford",4.058008232715403,1
1147739,"deficiency",4.058008232715403,1
1335943,"deficit",4.058008232715403,1
1292875,"define",3.580886977995664,3
1109851,"defined",2.149523213836449,81
1138377,"defining",3.058008232715403,10
1129458,"definite",2.802735727611792,18
1147353,"definitely",4.058008232715403,1
1107182,"definition",2.552858254395496,32
1112047,"definitions",2.643034884743673,26
1167910,"deflect",4.058008232715403,1
1227516,"deflected",3.756978237051421,2
1221127,"deflecting",3.756978237051421,2
1117556,"deflection",2.513940188363987,35
1219661,"deflexion",4.058008232715403,1
1273892,"defocus",4.058008232715403,1
1159162,"defocusing",3.580886977995664,3
1169859,"deform",3.756978237051421,2
1128123,"deformation",2.944064880408148,13
1228413,"deformations",3.580886977995664,3
1384249,"deformed",3.580886977995664,3
1328949,"deg",3.580886977995664,3
1175806,"degeneracy",3.212910192701070,7
1107961,"degenerate",2.595610234815497,29
1327609,"degenerated",4.058008232715403,1
1358556,"degenerates",4.058008232715403,1
1324459,"degeneration",4.058008232715403,1
1231180,"degenerative",3.103765723275774,9
1193599,"degradation",4.058008232715403,1
1131201,"degraded",3.580886977995664,3
1149558,"degrades",4.058008232715403,1
1132424,"degrading",3.756978237051421,2
1124272,"degree",2.149523213836449,81
1127539,"degrees",2.779254631762231,19
1394565,"dehmelt",4.058008232715403,1
1158161,"dekatron",3.154918245723459,8
1158579,"dekatrons",3.154918245723459,8
1247141,"dekerence",4.058008232715403,1
1106936,"delay",1.786166626173052,187
1107514,"delayed",2.735788937981407,21
1331675,"delaying",4.058008232715403,1
1132093,"delays",2.779254631762231,19
1183388,"delegates",4.058008232715403,1
1229852,"deleterious",4.058008232715403,1
1178515,"deletes",4.058008232715403,1
1241119,"delft",4.058008232715403,1
1148091,"delhi",3.103765723275774,9
1235759,"deliberate",3.756978237051421,2
1242898,"delicate",4.058008232715403,1
1202462,"delineate",4.058008232715403,1
1203379,"delineating",4.058008232715403,1
1146068,"deliver",3.212910192701070,7
1233154,"delivered",3.756978237051421,2
1137969,"delivering",3.154918245723459,8
1145416,"delivers",3.455948241387440,4
1263931,"delivery",3.756978237051421,2
1133276,"dellinger",3.455948241387440,4
1322328,"delobeau",4.058008232715403,1
1133942,"delta",3.103765723275774,9
1124288,"demagnetization",3.455948241387440,4
1159660,"demagnetizing",3.756978237051421,2
1209673,"demanded",4.058008232715403,1
1259997,"demands",3.756978237051421,2
1218257,"demarcation",4.058008232715403,1
1135953,"dember",4.058008232715403,1
1353641,"demodulated",3.756978237051421,2
1219535,"demodulating",3.756978237051421,2
1111901,"demodulation",2.853888250059478,16
1153003,"demodulator",3.212910192701070,7
1132559,"demodulators",3.279856982331683,6
1137794,"demonstrate",3.058008232715403,10
1114563,"demonstrated",2.455948241387440,40
1218347,"demonstrates",3.756978237051421,2
1210193,"demonstrating",3.455948241387440,4
1166406,"demonstration",3.212910192701070,7
1377288,"demountable",4.058008232715403,1
1225355,"denisse",3.580886977995664,3
1190963,"denominator",3.580886977995664,3
1339446,"denote",3.756978237051421,2
1121098,"denoting",4.058008232715403,1
1112012,"dense",2.827559311337091,17
1184906,"densely",4.058008232715403,1
1249160,"denser",3.756978237051421,2
1107001,"densities",2.053686858930518,101
1108897,"density",1.353000273369793,507
1268544,"denumerably",4.058008232715403,1
1113942,"department",3.580886977995664,3
1248275,"departs",3.756978237051421,2
1142321,"departure",2.911880197037088,14
1115757,"departures",2.944064880408148,13
1419469,"depence",3.756978237051421,2
1109088,"depend",2.552858254395496,32
1268492,"depended",3.580886977995664,3
1107386,"dependence",1.843164384666184,164
1394511,"dependendence",4.058008232715403,1
1113726,"dependent",2.128589306999780,85
1136044,"depending",2.552858254395496,32
1107537,"depends",2.058008232715403,100
1457227,"depict",4.058008232715403,1
1365394,"depicted",4.058008232715403,1
1434928,"depletion",3.455948241387440,4
1182241,"depolarization",3.756978237051421,2
1235766,"depolarizer",3.756978237051421,2
1120289,"deposited",2.911880197037088,14
1185527,"depositing",3.756978237051421,2
1132792,"deposition",3.212910192701070,7
1271127,"deprecated",4.058008232715403,1
1173407,"depression",3.756978237051421,2
1110276,"depressions",3.756978237051421,2
1108375,"depth",2.539494292837097,33
1192364,"depths",3.580886977995664,3
1181771,"der",2.978826986667474,12
1171866,"derating",3.580886977995664,3
1186710,"derivable",3.580886977995664,3
1410837,"derivate",4.058008232715403,1
1106851,"derivation",2.317645543221158,55
1248038,"derivations",3.756978237051421,2
1110681,"derivative",2.944064880408148,13
1136091,"derivatives",2.978826986667474,12
1331445,"derivator",4.058008232715403,1
1112346,"derive",2.643034884743673,26
1106871,"derived",1.204918702851947,713
1111548,"deriving",2.677796991003492,24
1201317,"des",3.756978237051421,2
1124533,"desail",4.058008232715403,1
1355272,"descending",3.756978237051421,2
1140554,"descent",3.580886977995664,3
1344943,"descri",4.058008232715403,1
1112095,"describe",2.978826986667474,12
1106834,"described",0.887160029046482,1482
1131467,"describes",2.696280396697582,23
1108302,"describing",2.610850201372575,28
1107631,"description",1.527808534502213,339
1111298,"descriptions",2.827559311337091,17
1303229,"descriptive",3.580886977995664,3
1107052,"design",1.150059711098722,809
1199892,"designated",3.580886977995664,3
1299511,"designation",4.058008232715403,1
1109367,"designed",1.957637687596168,126
1188490,"designer",3.756978237051421,2
1256823,"designers",3.580886977995664,3
1201801,"designi",4.058008232715403,1
1110619,"designing",2.212910192700006,70
1125779,"designs",2.677796991003492,24
1204564,"desirability",4.058008232715403,1
1159128,"desirable",2.827559311337091,17
1134922,"desired",2.466943625688485,39
1249889,"desk",3.756978237051421,2
1237408,"desorption",3.756978237051421,2
1110574,"despite",3.359038228379384,5
1385638,"dessler",4.058008232715403,1
1324907,"destriau",3.756978237051421,2
1278670,"destriaus",4.058008232715403,1
1370057,"destroyed",4.058008232715403,1
1243248,"destruction",3.455948241387440,4
1390341,"destructive",3.580886977995664,3
1157713,"detachment",3.756978237051421,2
1118751,"detail",2.045171008008102,103
1110851,"detailed",1.893655376926482,146
1106867,"details",1.698172750373500,229
1125921,"detect",2.715585551893196,22
1252992,"detectability",4.058008232715403,1
1162410,"detectable",2.978826986667474,12
1245865,"detectably",4.058008232715403,1
1107802,"detected",2.160381141422111,79
1112483,"detecting",2.677796991003492,24
1107233,"detection",2.287156221071510,59
1111936,"detector",2.258667683260149,63
1109454,"detectors",2.802735727611792,18
1227570,"deter",4.058008232715403,1
1111197,"deterioration",3.359038228379384,5
1208083,"determinable",4.058008232715403,1
1149069,"determinant",2.978826986667474,12
1125153,"determinantal",3.756978237051421,2
1107320,"determinants",3.016615547557177,11
1108297,"determination",1.737861946601841,209
1180594,"determinations",2.735788937981407,21
1337117,"determinative",3.756978237051421,2
1107494,"determine",2.004929789230463,113
1107178,"determined",1.612404029440817,279
1121210,"determines",3.103765723275774,9
1154008,"determing",4.058008232715403,1
1109589,"determining",1.827559311332568,170
1141376,"deterministic",4.058008232715403,1
1110138,"detonated",4.058008232715403,1
1110196,"detonation",3.756978237051421,2
1109482,"detonations",3.279856982331683,6
1138430,"detuned",4.058008232715403,1
1186907,"detuning",3.016615547557177,11
1360018,"deuce",4.058008232715403,1
1166373,"deuteride",4.058008232715403,1
1124919,"deuterium",3.455948241387440,4
1205020,"develop",3.058008232715403,10
1107045,"developed",1.547463222508486,324
1113862,"developing",3.154918245723459,8
1109189,"development",2.028624455029585,107
1298572,"developmental",4.058008232715403,1
1115023,"developments",2.434758942317426,42
1356057,"develops",4.058008232715403,1
1248960,"deviated",3.756978237051421,2
1222158,"deviates",3.580886977995664,3
1279440,"deviating",4.058008232715403,1
1114373,"deviation",2.566646538880142,31
1118516,"deviations",2.526529315672463,34
1116283,"deviative",3.359038228379384,5
1108064,"device",1.918129146310442,138
1108674,"devices",1.982461271319604,119
1172755,"devised",3.359038228379384,5
1196208,"devoted",3.580886977995664,3
1224108,"dexter",4.058008232715403,1
1234246,"dezimeter",4.058008232715403,1
1157333,"df",3.580886977995664,3
1301377,"dfading",4.058008232715403,1
1206016,"di",4.058008232715403,1
1263794,"diad",4.058008232715403,1
1262799,"diagnostic",3.580886977995664,3
1129101,"diagnostics",4.058008232715403,1
1236159,"diagonal",3.455948241387440,4
1139787,"diagonalization",4.058008232715403,1
1213337,"diagonalizes",4.058008232715403,1
1181024,"diagonally",3.756978237051421,2
1323024,"diagonals",4.058008232715403,1
1107105,"diagram",2.279856982330999,60
1129254,"diagrammatic",4.058008232715403,1
1418303,"diagrammatically",4.058008232715403,1
1117317,"diagrams",2.238464297171862,66
1242542,"dial",4.058008232715403,1
1167176,"dials",4.058008232715403,1
1189144,"diamagnetic",3.279856982331683,6
1169320,"diamagnetism",3.212910192701070,7
1133085,"diameter",2.133728946651849,84
1154180,"diameters",3.455948241387440,4
1274372,"diametral",4.058008232715403,1
1247432,"diametrically",3.756978237051421,2
1145635,"diamond",3.455948241387440,4
1145629,"diamonds",3.756978237051421,2
1227397,"diaphragm",3.455948241387440,4
1212037,"diaphragms",3.279856982331683,6
1226267,"dias",4.058008232715403,1
1347215,"diation",4.058008232715403,1
1251418,"diatomic",3.756978237051421,2
1121871,"dicke",3.580886977995664,3
1155907,"dictation",4.058008232715403,1
1226215,"dictionary",4.058008232715403,1
1167322,"did",3.212910192701070,7
1373859,"didactical",4.058008232715403,1
1269707,"die",4.058008232715403,1
1108187,"dielectric",1.744141012344121,206
1365935,"dielectrically",4.058008232715403,1
1125652,"dielectrics",2.501705731947811,36
1411865,"dies",4.058008232715403,1
1208155,"diesel",3.580886977995664,3
1200703,"dif",4.058008232715403,1
1300098,"diferent",3.756978237051421,2
1347282,"diff",4.058008232715403,1
1125496,"differ",2.779254631762231,19
1275541,"differe",4.058008232715403,1
1217868,"differed",4.058008232715403,1
1109110,"difference",1.954204511758230,127
1116012,"differences",2.272678397703002,61
1107092,"different",1.516428988755750,348
1112647,"differential",1.853888250059478,160
1208249,"differentially",3.756978237051421,2
1161533,"differentials",4.058008232715403,1
1288697,"differentiate",4.058008232715403,1
1161529,"differentiated",3.756978237051421,2
1138059,"differentiating",2.779254631762231,19
1138061,"differentiation",3.016615547557177,11
1270788,"differentiator",3.580886977995664,3
1318750,"differentiators",3.756978237051421,2
1120655,"differently",3.756978237051421,2
1117900,"differing",2.978826986667474,12
1120531,"differs",2.735788937981407,21
1125935,"difficult",2.911880197037088,14
1447815,"difficultes",4.058008232715403,1
1116721,"difficulties",2.501705731947811,36
1113551,"difficulty",3.154918245723459,8
1125634,"diffracted",3.103765723275774,9
1147012,"diffracting",2.944064880408148,13
1108438,"diffraction",1.763542006550846,197
1391408,"diffractive",4.058008232715403,1
1217015,"diffractograph",4.058008232715403,1
1112543,"diffult",4.058008232715403,1
1249062,"diffuse",2.911880197037088,14
1135122,"diffused",3.212910192701070,7
1320988,"diffusely",4.058008232715403,1
1170315,"diffuseness",3.756978237051421,2
1114476,"diffusing",3.154918245723459,8
1108228,"diffusion",2.004929789230463,113
1382095,"diffusive",3.359038228379384,5
1230239,"digest",2.853888250059478,16
1106922,"digit",2.756978237051421,20
1201185,"digita",4.058008232715403,1
1106813,"digital",1.707760214376376,224
1141765,"digitizer",3.580886977995664,3
1266932,"digitizes",4.058008232715403,1
1141770,"digitizing",4.058008232715403,1
1127262,"digitron",4.058008232715403,1
1161095,"digits",2.827559311337091,17
1366457,"dihedral",4.058008232715403,1
1183861,"dilation",4.058008232715403,1
1202486,"diluent",4.058008232715403,1
1112175,"dilute",3.154918245723459,8
1394544,"dilution",4.058008232715403,1
1112795,"dimensioal",4.058008232715403,1
1199339,"dimension",3.279856982331683,6
1106970,"dimensional",2.098966840392903,91
1407982,"dimensioning",4.058008232715403,1
1337991,"dimensionless",3.756978237051421,2
1111364,"dimensions",2.258667683260149,63
1265274,"diminish",3.580886977995664,3
1280119,"diminished",3.756978237051421,2
1180104,"diminishes",4.058008232715403,1
1109174,"diminishing",3.455948241387440,4
1229075,"diminution",3.455948241387440,4
1304140,"dingle",3.756978237051421,2
1292698,"dingles",3.756978237051421,2
1107579,"diode",1.703899793566482,226
1107748,"diodes",1.876164644766678,152
1331838,"dioe",4.058008232715403,1
1278915,"dioptrics",4.058008232715403,1
1235727,"dioxide",3.359038228379384,5
1185235,"dioxysulphate",4.058008232715403,1
1126756,"dip",2.827559311337091,17
1120087,"diphenyl",3.455948241387440,4
1238236,"diphenylpicrylhydra",4.058008232715403,1
1236167,"diphenyls",4.058008232715403,1
1264567,"diplexer",3.756978237051421,2
1247519,"diplexing",4.058008232715403,1
1108170,"dipolar",3.279856982331683,6
1108410,"dipole",2.108618226070224,89
1121268,"dipoles",2.779254631762231,19
1286262,"dipping",3.756978237051421,2
1288922,"dippling",4.058008232715403,1
1127407,"dirac",3.359038228379384,5
1268505,"diracs",3.103765723275774,9
1120514,"dire",4.058008232715403,1
1107690,"direct",1.810034966347364,177
1136189,"directed",2.756978237051421,20
1108335,"direction",1.867676534539411,155
1107248,"directional",2.566646538880142,31
1296080,"directionality",4.058008232715403,1
1108144,"directions",2.489806508647154,37
1118335,"directive",3.756978237051421,2
1127272,"directivity",3.279856982331683,6
1109187,"directly",2.219159141977045,69
1356100,"directors",4.058008232715403,1
1196018,"directs",3.756978237051421,2
1118790,"dis",3.580886977995664,3
1280583,"disadvantage",3.455948241387440,4
1206213,"disadvantages",3.058008232715403,10
1325571,"disagree",4.058008232715403,1
1238757,"disagreement",3.455948241387440,4
1211120,"disappear",3.154918245723459,8
1109801,"disappearance",2.911880197037088,14
1218122,"disappeared",3.359038228379384,5
1266227,"disappears",3.359038228379384,5
1240545,"disc",3.455948241387440,4
1108211,"discharge",1.688792375297432,234
1195906,"discharged",3.756978237051421,2
1108231,"discharges",1.978826986664738,120
1118715,"discharging",3.359038228379384,5
1189955,"disclose",4.058008232715403,1
1137142,"disclosed",4.058008232715403,1
1116468,"discloses",3.580886977995664,3
1349256,"discoidal",4.058008232715403,1
1305010,"disconnected",4.058008232715403,1
1111550,"discontinuities",2.779254631762231,19
1128824,"discontinuity",2.911880197037088,14
1143118,"discontinuous",3.058008232715403,10
1303874,"discontinuously",3.756978237051421,2
1162574,"discounted",3.756978237051421,2
1173198,"discovered",3.580886977995664,3
1438924,"discoverer",3.580886977995664,3
1114866,"discovery",3.154918245723459,8
1141117,"discrepancies",2.827559311337091,17
1110066,"discrepancy",2.802735727611792,18
1108159,"discrete",2.385910374777975,47
1247633,"discrimation",4.058008232715403,1
1226855,"discriminates",4.058008232715403,1
1274611,"discriminating",3.756978237051421,2
1160015,"discrimination",2.978826986667474,12
1128310,"discriminator",2.414555556229215,44
1186581,"discriminators",3.279856982331683,6
1254599,"discseal",4.058008232715403,1
1350052,"discusr",4.058008232715403,1
1136738,"discuss",3.580886977995664,3
1107057,"discussed",0.976300962596698,1207
1194356,"discusses",3.756978237051421,2
1109496,"discussion",1.561078584630560,314
1203632,"discussions",3.154918245723459,8
1365208,"dishal",4.058008232715403,1
1319672,"dishals",4.058008232715403,1
1266885,"dished",4.058008232715403,1
1169559,"disintegrating",4.058008232715403,1
1362095,"disintegration",4.058008232715403,1
1423212,"disintegrations",4.058008232715403,1
1185360,"disjunctive",4.058008232715403,1
1108789,"disk",1.993550243484228,116
1240973,"disks",3.058008232715403,10
1107489,"diskseal",4.058008232715403,1
1214157,"dislocation",4.058008232715403,1
1186653,"dislocations",3.756978237051421,2
1347346,"disorder",4.058008232715403,1
1166652,"disordered",3.756978237051421,2
1125872,"disordering",4.058008232715403,1
1435029,"disparity",4.058008232715403,1
1263772,"dispatcher",4.058008232715403,1
1311493,"dispenses",4.058008232715403,1
1436869,"dispersal",4.058008232715403,1
1259709,"dispersed",3.455948241387440,4
1108581,"dispersion",2.171517507541249,77
1128143,"dispersionless",3.756978237051421,2
1424299,"dispersions",3.756978237051421,2
1121117,"dispersive",2.944064880408148,13
1130078,"displace",4.058008232715403,1
1125788,"displaced",3.580886977995664,3
1112653,"displacement",2.643034884743673,26
1147940,"displacements",3.016615547557177,11
1347419,"displaces",4.058008232715403,1
1114987,"display",2.677796991003492,24
1148197,"displayed",2.978826986667474,12
1138364,"displaying",3.580886977995664,3
1117158,"displays",2.881916973659531,15
1399777,"disposition",4.058008232715403,1
1164298,"dispplay",4.058008232715403,1
1439892,"disproved",4.058008232715403,1
1179053,"disproves",4.058008232715403,1
1252760,"disproving",4.058008232715403,1
1169821,"disregarding",4.058008232715403,1
1296083,"dissected",4.058008232715403,1
1138003,"dissection",4.058008232715403,1
1158038,"dissector",4.058008232715403,1
1243970,"dissimilar",3.359038228379384,5
1414148,"dissimilarity",4.058008232715403,1
1177791,"dissipate",4.058008232715403,1
1129871,"dissipated",3.279856982331683,6
1243267,"dissipates",4.058008232715403,1
1174948,"dissipating",3.455948241387440,4
1123394,"dissipation",2.478224636097528,38
1161464,"dissipations",4.058008232715403,1
1141953,"dissipative",3.016615547557177,11
1399163,"dissociated",4.058008232715403,1
1163593,"dissociation",2.802735727611792,18
1151229,"dissociative",3.058008232715403,10
1353850,"dissolution",4.058008232715403,1
1182277,"dissolved",4.058008232715403,1
1353831,"dissolving",4.058008232715403,1
1455220,"dissymmetric",4.058008232715403,1
1108981,"distance",2.004929789230463,113
1115508,"distances",2.455948241387440,40
1109233,"distant",2.626644468556111,27
1119886,"distinct",2.756978237051421,20
1224334,"distinction",3.154918245723459,8
1186764,"distinctive",3.455948241387440,4
1143875,"distinguish",3.756978237051421,2
1231401,"distinguishable",3.756978237051421,2
1219773,"distinguished",2.677796991003492,24
1166310,"distinguishing",3.279856982331683,6
1115580,"distorted",3.279856982331683,6
1313735,"distorting",4.058008232715403,1
1111713,"distortion",1.879031285417331,151
1124686,"distortionless",3.103765723275774,9
1186885,"distortions",3.212910192701070,7
1116355,"distributed",2.108618226070224,89
1158581,"distributing",4.058008232715403,1
1108760,"distribution",1.358170506838619,501
1114408,"distributions",2.071236498449005,97
1437417,"distributively",4.058008232715403,1
1235886,"distributors",4.058008232715403,1
1332187,"district",4.058008232715403,1
1108905,"disturbance",1.997310392358941,115
1339429,"disturbanced",4.058008232715403,1
1107818,"disturbances",1.840524288497316,165
1115731,"disturbed",2.526529315672463,34
1231558,"disturbing",3.455948241387440,4
1109624,"diurnal",1.754812175291760,201
1151407,"diurnally",3.580886977995664,3
1348999,"div",4.058008232715403,1
1383265,"divders",4.058008232715403,1
1288407,"diverge",4.058008232715403,1
1114175,"divergence",3.455948241387440,4
1242132,"divergences",4.058008232715403,1
1118739,"divergent",3.359038228379384,5
1162230,"diverse",4.058008232715403,1
1115567,"diversity",3.580886977995664,3
1172248,"divide",3.580886977995664,3
1128454,"divided",2.610850201372575,28
1107695,"divider",2.455948241387440,40
1152888,"dividers",2.881916973659531,15
1153168,"dividing",2.978826986667474,12
1256458,"divised",4.058008232715403,1
1190230,"divisible",4.058008232715403,1
1117671,"division",2.395250401033600,46
1259942,"divisor",4.058008232715403,1
1276138,"djibouti",4.058008232715403,1
1274120,"dm",4.058008232715403,1
1108941,"do",2.677796991003492,24
1250820,"docile",4.058008232715403,1
1250819,"docility",4.058008232715403,1
1288905,"document",4.058008232715403,1
1181206,"documents",3.756978237051421,2
1109125,"does",2.212910192700006,70
1311609,"doetsch",4.058008232715403,1
1311631,"doetschs",4.058008232715403,1
1171717,"dofl",4.058008232715403,1
1121465,"domain",2.610850201372575,28
1196153,"domains",3.756978237051421,2
1113275,"dominant",3.058008232715403,10
1386587,"dominated",3.756978237051421,2
1245384,"dominion",4.058008232715403,1
1193401,"domont",4.058008232715403,1
1154931,"done",3.212910192701070,7
1128563,"donor",3.212910192701070,7
1292673,"donors",4.058008232715403,1
1128097,"doped",3.154918245723459,8
1421722,"doping",4.058008232715403,1
1109051,"doppler",2.165913630023022,78
1246708,"dor",4.058008232715403,1
1350838,"doring",4.058008232715403,1
1117434,"dots",3.756978237051421,2
1111844,"double",1.950798263067534,128
1258594,"doubled",3.580886977995664,3
1311518,"doubler",3.756978237051421,2
1452042,"doublers",4.058008232715403,1
1197746,"doubles",3.756978237051421,2
1363727,"doublet",3.756978237051421,2
1257129,"doubling",3.580886977995664,3
1135599,"doubly",3.455948241387440,4
1160437,"doubtful",3.756978237051421,2
1171275,"doubts",3.756978237051421,2
1128113,"down",2.333732363112675,53
1181535,"downs",4.058008232715403,1
1134379,"downward",3.103765723275774,9
1137244,"downwards",3.359038228379384,5
1147220,"dpph",4.058008232715403,1
1140240,"dq",4.058008232715403,1
1126375,"drag",2.881916973659531,15
1251260,"drain",3.359038228379384,5
1372089,"drainage",4.058008232715403,1
1403323,"draperies",4.058008232715403,1
1259879,"drastic",4.058008232715403,1
1130106,"drastically",3.756978237051421,2
1345237,"drawback",4.058008232715403,1
1197857,"drawbacks",4.058008232715403,1
1161420,"drawing",3.756978237051421,2
1117324,"drawings",3.756978237051421,2
1110567,"drawn",2.626644468556111,27
1117573,"dre",4.058008232715403,1
1109602,"dreese",4.058008232715403,1
1249884,"dresden",4.058008232715403,1
1284699,"dried",4.058008232715403,1
1109744,"drift",1.770206502785024,194
1402898,"drifted",4.058008232715403,1
1114462,"drifting",2.881916973659531,15
1116497,"drifts",2.350438056616136,51
1314011,"drinkwater",4.058008232715403,1
1111407,"drive",2.610850201372575,28
1166186,"drived",3.756978237051421,2
1110747,"driven",2.526529315672463,34
1106937,"driver",3.058008232715403,10
1334981,"drivers",4.058008232715403,1
1138309,"drives",3.154918245723459,8
1112305,"driving",2.455948241387440,40
1111002,"drop",2.552858254395496,32
1187796,"droplet",3.756978237051421,2
1155059,"droplets",3.455948241387440,4
1316645,"dropping",3.580886977995664,3
1148827,"drops",3.103765723275774,9
1209819,"drude",3.756978237051421,2
1117315,"drum",2.489806508647154,37
1185475,"drums",3.580886977995664,3
1179419,"druyvesteyn",3.455948241387440,4
1448726,"druyvestyn",4.058008232715403,1
1110573,"dry",2.802735727611792,18
1110556,"drycell",4.058008232715403,1
1120684,"drydisk",4.058008232715403,1
1284725,"drying",4.058008232715403,1
1329487,"dryvestyn",4.058008232715403,1
1381733,"ds",3.756978237051421,2
1421890,"dsb",4.058008232715403,1
1363743,"dsir",4.058008232715403,1
1451284,"dsk",4.058008232715403,1
1381730,"dst",4.058008232715403,1
1292841,"dt",4.058008232715403,1
1117771,"dual",2.735788937981407,21
1135175,"duality",3.154918245723459,8
1117755,"duals",4.058008232715403,1
1176087,"duct",3.580886977995664,3
1144389,"ducting",4.058008232715403,1
1336898,"ductivity",4.058008232715403,1
1260938,"ductor",4.058008232715403,1
1119841,"ducts",3.359038228379384,5
1288765,"duddell",4.058008232715403,1
1107432,"due",1.439960136001030,415
1198321,"duffie",4.058008232715403,1
1120603,"duffin",3.580886977995664,3
1346789,"duffings",4.058008232715403,1
1162911,"duffus",3.756978237051421,2
1107163,"duhamels",4.058008232715403,1
1453754,"dumb",4.058008232715403,1
1331492,"dummy",4.058008232715403,1
1279534,"dungeys",4.058008232715403,1
1332270,"dunshma",4.058008232715403,1
1267296,"duplex",3.756978237051421,2
1208640,"duplexers",4.058008232715403,1
1223750,"duplexing",3.756978237051421,2
1416263,"duplicated",4.058008232715403,1
1160987,"duplication",4.058008232715403,1
1246072,"dur",3.756978237051421,2
1286216,"durability",4.058008232715403,1
1393083,"durable",4.058008232715403,1
1282761,"duralumin",3.756978237051421,2
1111375,"duration",1.986126225407529,118
1170249,"durations",2.978826986667474,12
1424290,"durban",4.058008232715403,1
1108758,"during",1.299096340300329,574
1212190,"duroplast",4.058008232715403,1
1175955,"dushman",3.756978237051421,2
1130602,"dust",3.103765723275774,9
1315158,"dutilh",4.058008232715403,1
1132048,"duty",3.359038228379384,5
1238371,"dwarfs",4.058008232715403,1
1189831,"dwingeloo",3.756978237051421,2
1192177,"dye",4.058008232715403,1
1192185,"dyestuffs",4.058008232715403,1
1344795,"dyn",4.058008232715403,1
1109393,"dynamic",2.238464297171862,66
1149778,"dynamical",3.154918245723459,8
1107299,"dynamically",3.756978237051421,2
1150499,"dynamics",2.881916973659531,15
1119424,"dynamo",2.434758942317426,42
1150725,"dynamos",3.580886977995664,3
1334785,"dynatron",3.580886977995664,3
1168839,"dynistors",4.058008232715403,1
1202112,"dynode",3.756978237051421,2
1317772,"dynodes",4.058008232715403,1
1263012,"dyseac",3.455948241387440,4
1128987,"dysons",3.580886977995664,3
1304212,"dzherpetov",4.058008232715403,1
1107293,"e",1.529091532431896,338
1110181,"each",1.786166626173052,187
1288949,"ear",4.058008232715403,1
1108807,"earlier",1.914993432457431,139
1232208,"earliest",4.058008232715403,1
1113019,"early",2.696280396697582,23
1109001,"earth",1.576565604210856,303
1132355,"earthed",2.802735727611792,18
1226448,"earthing",3.756978237051421,2
1109104,"earthpotential",4.058008232715403,1
1108957,"earths",1.759155156305544,199
1166696,"earthsdipole",4.058008232715403,1
1341676,"earthy",4.058008232715403,1
1224212,"ease",3.359038228379384,5
1171628,"easier",3.580886977995664,3
1135843,"easily",2.552858254395496,32
1116622,"east",2.501705731947811,36
1170367,"eastern",3.103765723275774,9
1110094,"eastward",3.580886977995664,3
1305471,"eastwards",3.756978237051421,2
1110037,"eastwest",4.058008232715403,1
