idquery,"term",tf,tf1
88,"an",2,2.000000000000000
88,"charged",1,1.000000000000000
88,"circular",1,1.000000000000000
88,"dielectric",1,1.000000000000000
88,"disc",1,1.000000000000000
88,"distribution",1,1.000000000000000
88,"field",1,1.000000000000000
88,"infinite",1,1.000000000000000
88,"on",2,2.000000000000000
88,"resting",1,1.000000000000000
88,"slab",1,1.000000000000000
88,"surrounding",1,1.000000000000000
88,"the",1,1.000000000000000
88,"thin",1,1.000000000000000
89,"and",1,1.000000000000000
89,"characteristics",1,1.000000000000000
89,"construction",1,1.000000000000000
89,"diode",1,1.000000000000000
89,"electrical",1,1.000000000000000
89,"explained",1,1.000000000000000
89,"its",1,1.000000000000000
89,"tunnel",1,1.000000000000000
90,"a",1,1.000000000000000
90,"at",2,2.000000000000000
90,"compared",1,1.000000000000000
90,"density",1,1.000000000000000
90,"depth",1,1.000000000000000
90,"electronic",1,1.000000000000000
90,"of",2,2.000000000000000
90,"semiconductor",1,1.000000000000000
90,"states",1,1.000000000000000
90,"surface",1,1.000000000000000
90,"that",1,1.000000000000000
90,"the",1,1.000000000000000
90,"with",1,1.000000000000000
91,"films",1,1.000000000000000
91,"metallic",1,1.000000000000000
91,"of",1,1.000000000000000
91,"related",1,1.000000000000000
91,"resistivity",1,1.000000000000000
91,"roughness",1,1.000000000000000
91,"surface",1,1.000000000000000
91,"thin",1,1.000000000000000
91,"to",1,1.000000000000000
92,"and",1,1.000000000000000
92,"by",1,1.000000000000000
92,"caused",1,1.000000000000000
92,"charged",1,1.000000000000000
92,"electric",1,1.000000000000000
92,"fields",1,1.000000000000000
92,"in",1,1.000000000000000
92,"magnetic",1,1.000000000000000
92,"moving",1,1.000000000000000
92,"of",1,1.000000000000000
92,"particles",1,1.000000000000000
92,"phenomenon",1,1.000000000000000
92,"radiation",1,1.000000000000000
92,"the",1,1.000000000000000
92,"varying",1,1.000000000000000
93,"and",1,1.000000000000000
93,"circuit",1,1.000000000000000
93,"details",1,1.000000000000000
93,"frequency",1,1.000000000000000
93,"high",1,1.000000000000000
93,"oscillators",1,1.000000000000000
93,"practical",1,1.000000000000000
93,"theoretical",1,1.000000000000000
93,"transistors",1,1.000000000000000
93,"treatment",1,1.000000000000000
93,"using",1,1.000000000000000
